country,iso_alpha3,whostandard,natstandard,population,pm_1998,pm_1999,pm_2000,pm_2001,pm_2002,pm_2003,pm_2004,pm_2005,pm_2006,pm_2007,pm_2008,pm_2009,pm_2010,pm_2011,pm_2012,pm_2013,pm_2014,pm_2015,pm_2016,pm_2017,pm_2018,llpp_who_1998,llpp_who_1999,llpp_who_2000,llpp_who_2001,llpp_who_2002,llpp_who_2003,llpp_who_2004,llpp_who_2005,llpp_who_2006,llpp_who_2007,llpp_who_2008,llpp_who_2009,llpp_who_2010,llpp_who_2011,llpp_who_2012,llpp_who_2013,llpp_who_2014,llpp_who_2015,llpp_who_2016,llpp_who_2017,llpp_who_2018,llpp_nat_1998,llpp_nat_1999,llpp_nat_2000,llpp_nat_2001,llpp_nat_2002,llpp_nat_2003,llpp_nat_2004,llpp_nat_2005,llpp_nat_2006,llpp_nat_2007,llpp_nat_2008,llpp_nat_2009,llpp_nat_2010,llpp_nat_2011,llpp_nat_2012,llpp_nat_2013,llpp_nat_2014,llpp_nat_2015,llpp_nat_2016,llpp_nat_2017,llpp_nat_2018
Aruba,ABW,10,0,118013,3.96,3.6500001,3.1400001,3.3299999,2.3499999,3.1800001,2.4200001,3.1400001,2.28,3.45,3.0699999,2.3399999,3.96,2.9400001,4.3200002,2.3299999,3.26,2.8599999,4.4899998,2.73,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,10,10,30278455,24.469999,21.889999,29.57,22.74,27.280001,21.91,19.799999,16.65,25.49,19.049999,24.83,24.76,24.469999,34.720001,27.950001,27.01,24.110001,29.58,22.1,21.9,30.93,1.42,1.17,1.92,1.25,1.6900001,1.17,.95999998,.64999998,1.52,.88999999,1.45,1.45,1.42,2.4200001,1.76,1.67,1.38,1.92,1.1900001,1.17,2.05,1.42,1.17,1.92,1.25,1.6900001,1.17,.95999998,.64999998,1.52,.88999999,1.45,1.45,1.42,2.4200001,1.76,1.67,1.38,1.92,1.1900001,1.17,2.05
Angola,AGO,10,0,31245980,15.47,12.61,12.58,14.68,14.7,13.78,13.7,14.3,12.89,13.45,14.27,14.48,15.47,14.79,15.25,15.33,13.94,15.88,16.67,14.15,14.83,.54000002,.30000001,.30000001,.47,.47,.38999999,.38999999,.44,.31999999,.36000001,.44,.44,.54000002,.47,.51999998,.52999997,.40000001,.57999998,.64999998,.43000001,.47999999,,,,,,,,,,,,,,,,,,,,,
Anguilla,AIA,10,0,17756,2.7,1.64,2.5999999,2.04,1.39,1.7,1.74,1.67,1.66,1.9299999,1.55,1.58,2.7,1.38,2.74,1.17,1.64,2.0599999,2.1400001,1.33,1.3200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Åland,ALA,10,0,29715,5.73,7.6199999,6.8899999,5.7800002,6.2600002,6.5100002,4.9099998,5.7600002,7.2199998,5.2399998,5.4499998,6.1999998,5.73,5.77,5.0900002,5.21,6.25,4.3400002,4.4699998,3.8599999,4.9099998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,10,15,3063723,8.1899996,16.530001,17.209999,14.54,17.1,15.99,11.21,16.719999,16.219999,15.8,12.44,14.87,8.1899996,17.780001,15.75,14.39,9.7299995,15,12.92,12.41,12.91,.0099999998,.63999999,.70999998,.44,.69999999,.58999997,.15000001,.66000003,.61000001,.56999999,.25,.47999999,.0099999998,.75999999,.56,.43000001,.07,.49000001,.28999999,.25,.28999999,0,.2,.23999999,.079999998,.22,.16,0,.2,.18000001,.15000001,.029999999,.090000004,0,.28999999,.16,.079999998,0,.12,.050000001,.029999999,.039999999
Andorra,AND,10,25,85671,6.3299999,10.66,9.8400002,9.0699997,9.6000004,7.8000002,7.6500001,7.9699998,7.1399999,7.8400002,5.6700001,7.7800002,6.3299999,8.3699999,7.5900002,6.5500002,4.8499999,6.2600002,7.0300002,5.8800001,5.6500001,0,.059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,10,0,9819828,22.83,20.360001,26.75,18.76,22.610001,18.75,18.33,19.190001,26.809999,21.02,31.459999,28.52,22.83,26.07,39.779999,27.030001,18.59,29.35,20.219999,22.959999,26.040001,1.26,1.02,1.64,.86000001,1.24,.86000001,.81999999,.89999998,1.65,1.08,2.0999999,1.8099999,1.26,1.58,2.9200001,1.67,.83999997,1.9,1,1.27,1.5700001,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,10,15,45220840,6.8099999,7.8800001,7.3299999,7.3000002,7.5,6.4499998,6.52,6.6599998,6.8600001,6.9099998,6.6500001,7.02,6.8099999,7.6300001,6.5900002,6.7399998,7.0300002,6.9000001,7.1599998,6.23,6.8499999,.059999999,.059999999,.059999999,.050000001,.059999999,.029999999,.039999999,.039999999,.039999999,.050000001,.039999999,.050000001,.059999999,.059999999,.050000001,.050000001,.039999999,.039999999,.050000001,.029999999,.039999999,.0099999998,.0099999998,.0099999998,.0099999998,.0099999998,0,0,0,0,.0099999998,0,.0099999998,.0099999998,.0099999998,0,.0099999998,0,0,0,0,0
Armenia,ARM,10,0,3038195,12.23,15.62,14.1,12.75,13.7,13.36,14.14,12.58,15.57,13.8,16.66,15.97,12.23,17.799999,16.059999,17.049999,17.1,19.290001,14.55,14.66,16.67,.23,.55000001,.40000001,.28999999,.37,.34999999,.41,.28,.55000001,.38,.64999998,.57999998,.23,.75999999,.60000002,.69,.69999999,.91000003,.44999999,.46000001,.64999998,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,10,0,46136,.74000001,.69999999,.66000003,.56,.68000001,.69999999,.66000003,.94999999,.66000003,.63999999,.64999998,.62,.74000001,.64999998,.50999999,.57999998,.75,.56,.94,.73000002,.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
French Southern Territories,ATF,10,0,35392,4.9299998,3.54,3.8499999,5.8699999,4.9400001,4.1999998,3.97,4.1700001,3.8099999,4.4699998,3.8399999,5.4699998,4.9299998,5.5500002,5.7199998,5.75,5.5300002,6.3200002,6.6399999,3.54,3.8199999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,10,0,97031,2.78,1.71,2.54,2.25,1.45,1.66,1.71,1.67,1.47,1.99,1.79,1.37,2.78,1.4400001,2.6500001,1.12,1.77,1.91,2.3699999,1.11,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,10,8,25104206,3.6300001,5.0500002,4.3800001,4.4699998,5.1700001,5.3400002,3.5899999,3.46,4.8400002,4.1300001,3.6300001,4.6700001,3.6300001,4.0999999,3.96,4.2399998,3.98,3.9200001,3.78,4.1300001,3.95,0,0,0,0,0,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,10,25,8826852,16.57,21.049999,19.530001,18.33,19.49,18.040001,14.89,18.25,18.280001,13.51,12.86,18.030001,16.57,17.120001,16,17.65,13.73,14.7,15.37,12.38,14.04,.63999999,1.08,.93000001,.81999999,.93000001,.79000002,.47999999,.81,.81,.34999999,.28,.79000002,.63999999,.69999999,.58999997,.75,.37,.46000001,.52999997,.25999999,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,10,0,10085511,10.16,13.08,11.51,9,11.89,10.05,12.18,8.79,13.8,9.0200005,12.78,11.14,10.16,12.86,9.3699999,11.09,12.77,13.55,10.89,11.96,9.79,.07,.30000001,.17,.039999999,.19,.1,.22,.050000001,.37,.07,.30000001,.16,.07,.30000001,.079999998,.15000001,.28999999,.36000001,.12,.20999999,.11,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,10,0,11533824,18.950001,18.42,23.58,23.440001,20.27,18.690001,20.91,19.870001,17,20.309999,20.58,19.52,18.950001,22.940001,25.58,21.93,21.08,23,23.120001,17.860001,17.299999,.88,.81999999,1.33,1.3200001,1.01,.85000002,1.0700001,.97000003,.69,1.01,1.04,.93000001,.88,1.27,1.53,1.17,1.09,1.27,1.29,.76999998,.72000003,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,10,25,11651325,18.969999,20.280001,19.68,17.67,17.67,20.709999,18.33,15.66,19.049999,15.54,15.94,17.16,18.969999,16.1,16.620001,15.86,13.69,13.17,14.62,13.34,13.62,.88,1.01,.94999999,.75,.75,1.05,.81999999,.55000001,.88999999,.54000002,.57999998,.69999999,.88,.60000002,.64999998,.56999999,.36000001,.31,.44999999,.33000001,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,10,0,12455196,45.970001,29.17,38.490002,29.85,36.34,33.689999,45.759998,39.209999,34.16,39.790001,37.400002,35.580002,45.970001,33.470001,41.189999,28.889999,29.549999,32.52,31.950001,26.969999,40.549999,3.53,1.88,2.79,1.95,2.5799999,2.3199999,3.5,2.8599999,2.3699999,2.9200001,2.6900001,2.51,3.53,2.3,3.0599999,1.85,1.92,2.21,2.1500001,1.66,2.99,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",BES,10,0,24947,3.3199999,2.95,2.7,2.8900001,2,2.3900001,2.25,2.46,1.86,2.95,2.5799999,1.98,3.3199999,2.29,3.5799999,1.88,2.6800001,2.6099999,3.45,2.1900001,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,10,0,20304926,19.52,9.1999998,9.6099997,9.6099997,11.22,11.59,14.46,13.07,11.09,12.88,8.9200001,14.92,19.52,10.47,18.48,9.5100002,11.94,12.12,11.65,8.1499996,15.34,.93000001,.079999998,.13,.1,.19,.2,.46000001,.33000001,.16,.30000001,.07,.49000001,.93000001,.13,.82999998,.050000001,.22,.25,.2,.02,.54000002,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,10,15,161930514,56.77,41.240002,48.25,52.110001,52,49.23,49.639999,51.779999,53.299999,54.02,55.720001,67.629997,56.77,68.669998,82.940002,67.209999,69.220001,69.32,70.900002,69.360001,78.25,4.5799999,3.0599999,3.75,4.1300001,4.1199999,3.8399999,3.8900001,4.0900002,4.2399998,4.3099999,4.48,5.6500001,4.5799999,5.75,7.1500001,5.6100001,5.8000002,5.8099999,5.9699998,5.8200002,6.6900001,4.0900002,2.5699999,3.26,3.6400001,3.6300001,3.3499999,3.4000001,3.5999999,3.75,3.8199999,3.99,5.1599998,4.0900002,5.2600002,6.6599998,5.1199999,5.3099999,5.3200002,5.48,5.3299999,6.1999998
Bulgaria,BGR,10,25,7019515,12.59,23.34,21.450001,20.049999,21.809999,19.82,15.53,19.450001,19.639999,16.799999,15.5,17.540001,12.59,22.74,17.959999,17.16,15.9,16.76,16.77,15.05,13.45,.28,1.3099999,1.12,.99000001,1.16,.95999998,.55000001,.93000001,.94,.67000002,.54000002,.74000001,.28,1.25,.77999997,.69999999,.57999998,.66000003,.66000003,.5,.36000001,0,.16,.12,.059999999,.12,.07,0,.059999999,.079999998,0,0,.0099999998,0,.18000001,.0099999998,0,0,0,0,0,0
Bahrain,BHR,10,0,1454701,31.780001,23.52,33.66,19.66,25.309999,23.799999,25.23,27.799999,32.470001,31.16,42.209999,35.349998,31.780001,33.209999,48.799999,33.27,30.02,41.82,24.540001,34.77,38.07,2.1300001,1.3200001,2.3199999,.94999999,1.5,1.35,1.49,1.74,2.2,2.0699999,3.1600001,2.48,2.1300001,2.27,3.8,2.28,1.96,3.1199999,1.4299999,2.4300001,2.75,,,,,,,,,,,,,,,,,,,,,
Bahamas,BHS,10,0,335458,4.3699999,5.7600002,6.5500002,5.5500002,5.1399999,5.1799998,5.0599999,5.25,6.0100002,4.4499998,4.5,5.4400001,4.3699999,3.9400001,5.3899999,4.1500001,4.9299998,3.6400001,3.26,3.2,3.5699999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,10,25,3842951,16.26,23.42,20.469999,18.389999,20.1,19.33,15.21,20.26,19.57,17.08,14.63,18.969999,16.26,22.32,19.879999,19.35,13.71,20.549999,16.98,15.31,16.73,.62,1.3200001,1.03,.81999999,.99000001,.91000003,.50999999,1.01,.94,.69,.46000001,.88,.62,1.21,.97000003,.92000002,.38,1.03,.68000001,.51999998,.66000003,0,.079999998,.02,0,0,0,0,.0099999998,0,0,0,0,0,.029999999,0,0,0,0,0,0,0
Saint-Barthélemy,BLM,10,0,45138,2.4100001,2.3099999,2.5899999,3.4200001,1.92,1.8,1.66,2.23,1.53,2.74,1.8099999,1.59,2.4100001,1.4,2.6900001,1.34,1.83,1.9299999,2.4300001,1.21,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,10,15,9502143,19.379999,20.75,17.719999,16.620001,20.889999,15.52,14.72,16.01,19.700001,16.299999,14.47,17.959999,19.379999,14.96,14.21,14.56,15.03,14.2,13.38,14.13,13.74,.92000002,1.05,.75999999,.64999998,1.0700001,.54000002,.46000001,.58999997,.94999999,.62,.44,.77999997,.92000002,.49000001,.41,.44999999,.49000001,.41,.33000001,.41,.37,.43000001,.56,.27000001,.16,.57999998,.1,.029999999,.12,.46000001,.14,.02,.28999999,.43000001,.059999999,.07,.050000001,.039999999,.039999999,.02,.050000001,.0099999998
Belize,BLZ,10,0,391728,7.0700002,10.19,13.19,9.6599998,9.1199999,11.46,7.1599998,10.29,8.1000004,10.21,8.21,9.3699999,7.0700002,9.3699999,9.04,11.29,10.94,10.46,8.1700001,8.3199997,9.71,0,.029999999,.31,.029999999,.02,.15000001,0,.050000001,0,.059999999,0,.029999999,0,.050000001,0,.14,.11,.090000004,.0099999998,0,.02,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,10,30,71472,2.6199999,3.3199999,4.3200002,4.0300002,3.1500001,3.47,3.26,3.4300001,3.4000001,3.5,2.8099999,2.54,2.6199999,2.23,2.27,2.1199999,2.0599999,1.92,1.8099999,2.01,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,BOL,10,10,11386530,15.65,16.02,13.83,11.47,13.61,10.55,12.71,12.95,10.62,14.2,10.09,12.8,15.65,13.51,12.43,11.46,12.01,13.62,13.88,13.35,12.9,.56,.63,.41999999,.2,.38,.25,.44,.41999999,.27000001,.50999999,.2,.28999999,.56,.34999999,.25999999,.18000001,.22,.36000001,.38999999,.34,.30000001,.56,.63,.41999999,.2,.38,.25,.44,.41999999,.27000001,.50999999,.2,.28999999,.56,.34999999,.25999999,.18000001,.22,.36000001,.38999999,.34,.30000001
Brazil,BRA,10,0,210051194,8.8000002,9.71,8.6999998,8.5699997,8.6099997,8.0299997,8.3199997,7.9899998,7.4000001,8.6499996,7.71,8.8599997,8.8000002,8.6499996,8.3500004,8.0600004,7.5799999,9.1199999,8.8100004,8.4099998,8.4099998,.14,.25,.17,.11,.1,.090000004,.13,.1,.07,.14,.07,.12,.14,.11,.090000004,.079999998,.050000001,.15000001,.11,.11,.1,,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,10,0,293874,1.96,1.83,2.25,2.8399999,1.58,1.52,1.25,1.61,1.41,2.03,1.45,1.38,1.96,1.1,2.2,1.24,1.3099999,1.4,1.97,1.1,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,10,0,453521,11.06,11.01,9.71,9.4499998,14.88,12.21,12.71,11.53,16.52,10.74,9.4899998,17.299999,11.06,13.09,13.59,12.3,12.62,15.44,14.25,9.8199997,11.98,.17,.15000001,.079999998,.059999999,.47999999,.23,.27000001,.19,.63999999,.14,.07,.72000003,.17,.30000001,.34999999,.23999999,.25999999,.52999997,.41999999,.079999998,.20999999,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,10,0,775391,33.369999,21.790001,25.09,26.209999,25.950001,27.59,30.969999,31.219999,30.6,31.08,33.549999,37.299999,33.369999,30.57,38.84,32.009998,35.34,34.98,33.619999,34.529999,36.130001,2.29,1.16,1.48,1.59,1.5599999,1.72,2.05,2.0799999,2.02,2.0699999,2.3099999,2.6700001,2.29,2.02,2.8299999,2.1600001,2.48,2.45,2.3199999,2.4000001,2.5599999,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,10,0,2281447,10.35,7.6500001,8.3500004,10.31,8.7200003,8.2799997,7.96,8.5200005,7.9699998,8.0500002,9.6000004,9.2600002,10.35,10.3,10.56,9.2600002,9.3599997,9.8900003,10.02,8.54,8.6999998,.079999998,.050000001,.039999999,.079999998,.039999999,.029999999,.029999999,.029999999,.029999999,.02,.059999999,.050000001,.079999998,.079999998,.1,.050000001,.050000001,.059999999,.059999999,.029999999,.029999999,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,10,0,5898310,28.549999,29.780001,28.469999,22.370001,24.040001,26.09,30.280001,23.6,22.809999,26.26,25.870001,28.74,28.549999,30.799999,31.889999,27.639999,25.41,31.620001,30.969999,26.24,32.029999,1.8200001,1.9400001,1.8099999,1.21,1.38,1.58,1.99,1.33,1.26,1.59,1.5599999,1.84,1.8200001,2.04,2.1500001,1.73,1.51,2.1199999,2.05,1.59,2.1600001,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,10,10,37384180,7.0999999,10.04,9.4200001,9.8299999,10.36,9.7799997,8.2700005,9.3400002,8.6700001,8.04,8.3000002,7.9699998,7.0999999,7.9099998,8.0799999,7.5599999,8.0600004,8.1300001,6.6199999,8.0200005,8.5600004,0,.13,.090000004,.13,.17,.1,.02,.12,.050000001,.029999999,.02,.0099999998,0,.02,.0099999998,0,.0099999998,0,0,.02,.029999999,0,.13,.090000004,.13,.17,.1,.02,.12,.050000001,.029999999,.02,.0099999998,0,.02,.0099999998,0,.0099999998,0,0,.02,.029999999
Cocos Islands,CCK,10,0,485,1.5599999,2.05,2.05,1.8,2.24,1.77,2.5699999,1.6799999,2.3599999,2.4400001,1.84,2.0799999,1.5599999,1.59,1.77,1.85,1.99,2.04,1.54,2.0899999,2.1400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,10,0,8356683,14.4,23.4,18.559999,17.209999,16.629999,17.969999,12.92,13.98,15.92,12.8,13.99,17.700001,14.4,15.84,15.74,16.549999,11.97,14.24,14.68,10.73,11.93,.43000001,1.3099999,.83999997,.70999998,.64999998,.77999997,.28999999,.38999999,.57999998,.28,.38999999,.75,.43000001,.56999999,.56,.63999999,.19,.41999999,.46000001,.1,.19,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,10,20,18056025,11.62,14.84,11.91,12.42,11.5,9.2600002,10.47,11.38,10.24,10.3,11.19,11.7,11.62,12.72,11.89,11.9,12.21,13.12,14.32,12.11,11.99,.31,.58999997,.34999999,.38999999,.31,.14,.23,.28999999,.22,.20999999,.27000001,.31999999,.31,.38,.31999999,.33000001,.34999999,.41,.52999997,.34,.33000001,0,.079999998,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.039999999,0,0
China,CHN,10,35,1397419194,50.380001,39.470001,44.310001,45.5,44.529999,45.82,45.110001,46.439999,53.02,52.380001,48.869999,49.389999,50.380001,58.34,49.73,52.080002,49.57,45.02,45.290001,38.779999,37.549999,3.96,2.8900001,3.3699999,3.48,3.3900001,3.51,3.4400001,3.5699999,4.2199998,4.1599998,3.8099999,3.8599999,3.96,4.7399998,3.8900001,4.1300001,3.8800001,3.4300001,3.46,2.8199999,2.7,1.73,.87,1.22,1.23,1.2,1.3,1.27,1.39,1.9400001,1.89,1.59,1.6,1.73,2.4000001,1.62,1.86,1.61,1.22,1.25,.72000003,.68000001
Côte d'Ivoire,CIV,10,0,26845572,33.110001,28.559999,37.080002,23.280001,29.26,28.84,44.049999,35.310001,25.01,31.35,29.27,27.610001,33.110001,33.060001,34.459999,22.93,24.58,30.370001,29.59,22.860001,31.84,2.26,1.8200001,2.6500001,1.3,1.89,1.85,3.3399999,2.48,1.47,2.0899999,1.89,1.73,2.26,2.26,2.4000001,1.27,1.4299999,2,1.92,1.26,2.1400001,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,10,10,27034523,29.49,29.290001,31.870001,23.67,24.879999,25.57,30,27.77,22.969999,27.040001,26.629999,24.91,29.49,25.780001,30.190001,23.690001,23.15,30.43,32.509998,26.219999,31.129999,1.91,1.9,2.1500001,1.37,1.47,1.53,1.97,1.75,1.28,1.67,1.64,1.46,1.91,1.55,1.98,1.35,1.29,2,2.21,1.6,2.0699999,1.91,1.9,2.1500001,1.37,1.47,1.53,1.97,1.75,1.28,1.67,1.64,1.46,1.91,1.55,1.98,1.35,1.29,2,2.21,1.6,2.0699999
Democratic Republic of the Congo,COD,10,0,98570245,28.719999,29.74,34.919998,26.940001,27.76,26.450001,29.190001,26.35,22.940001,25.73,26.65,27.34,28.719999,28.459999,32.5,30.370001,28.66,33.98,33.48,26.6,28.969999,1.84,1.9299999,2.4400001,1.66,1.74,1.61,1.88,1.6,1.27,1.54,1.63,1.7,1.84,1.8099999,2.2,2,1.83,2.3499999,2.3,1.63,1.86,,,,,,,,,,,,,,,,,,,,,
Republic of Congo,COG,10,0,5209945,30.23,26.48,30.34,25.049999,27.76,26.719999,27.610001,26.299999,23.42,24.25,28.719999,28.469999,30.23,27.940001,27.6,30.190001,28.68,30.9,31.9,26.620001,29.959999,1.98,1.61,1.99,1.48,1.74,1.64,1.73,1.6,1.3200001,1.4,1.83,1.8099999,1.98,1.76,1.73,1.98,1.83,2.05,2.1500001,1.63,1.96,,,,,,,,,,,,,,,,,,,,,
Cook Islands,COK,10,0,7987,.63,.60000002,.56,.52999997,.64999998,.68000001,.63,.74000001,.63,.56999999,.63999999,.62,.63,.55000001,.61000001,.66000003,.67000002,.61000001,.62,.56999999,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,10,25,48641787,23.99,30.639999,32.040001,19.75,18.33,22.530001,19.16,19.75,19.49,19.879999,20.620001,19.23,23.99,23.48,21,20.4,21.639999,19.65,21.780001,20.889999,21.85,1.37,2.03,2.1600001,.95999998,.85000002,1.23,.93000001,.95999998,.94,.97000003,1.04,.93000001,1.37,1.33,1.08,1.03,1.14,.94999999,1.16,1.08,1.17,.27000001,.81,.93000001,.050000001,.02,.2,.059999999,.090000004,.079999998,.039999999,.12,.050000001,.27000001,.28,.090000004,.059999999,.14,.039999999,.11,.11,.14
Comoros,COM,10,0,770719,2.25,2.26,2.5599999,3.03,2.5699999,2.6400001,2.1800001,2.52,2.3499999,2.6800001,2.0699999,2.6700001,2.25,2.9100001,2.54,2.6900001,2.25,2.6300001,2.6500001,2.29,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Cape Verde,CPV,10,0,575839,3.1500001,3.3099999,4.1300001,3.27,2.48,2.4300001,3.24,4.4099998,1.98,4.7800002,2.5599999,2.52,3.1500001,2.45,4.5599999,3.23,2.1800001,3.0999999,3.25,1.42,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,10,0,5043136,6.0900002,5.4299998,5.2600002,5.4000001,4.4899998,5.1100001,4.4299998,5.7399998,5.1799998,5.96,5.5300002,6.1799998,6.0900002,6.3200002,6.96,6.25,6.4000001,7.0100002,7.3200002,6.9400001,5.5700002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,10,0,11115946,5.5700002,6.3499999,8.1999998,7.6700001,7.04,7,6.2800002,6.1999998,6.5599999,6.71,6.25,7.6700001,5.5700002,5.8499999,6.9000001,6.2600002,6.8400002,6.8899999,5.0100002,4.9200001,6.2800002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Curaçao,CUW,10,0,150809,3.6600001,3.52,2.79,3.1700001,2.3599999,2.8900001,2.3900001,2.8399999,2.02,3.1800001,2.8900001,2.1099999,3.6600001,2.8199999,3.79,2.1099999,3.05,2.99,4.4400001,2.8399999,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Christmas Island,CXR,10,0,1721,2.4000001,4.1999998,3.1400001,3.3099999,3.48,3.29,4.0300002,2.77,3.6400001,3.99,2.8599999,3.6199999,2.4000001,2.95,3.9100001,3.4400001,4.0900002,3.8399999,3.1400001,3.05,4.2399998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,10,0,60781,6.1199999,6.75,8.4899998,7.73,7.1300001,8.1499996,6.8099999,6.6599998,7.9000001,7.73,6.73,7.77,6.1199999,5.8000002,7.3400002,7.4899998,8.1999998,8.3699999,5.27,5.1799998,7.3499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,10,25,835717,7.4400001,9.4099998,9.5900002,12.06,7.6199999,7.8499999,8.8100004,9.9200001,15.03,8.1700001,8.6499996,8.0799999,7.4400001,10.56,10.32,10.71,9.1800003,11.94,9.8500004,7.6999998,11.51,0,.039999999,.050000001,.2,0,0,.029999999,.059999999,.49000001,.0099999998,.02,.0099999998,0,.090000004,.079999998,.090000004,.029999999,.19,.059999999,0,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,CZE,10,25,10703192,23.200001,25.370001,22.76,22.799999,24.52,21.709999,18.280001,22.82,21.940001,17.4,16.15,20.43,23.200001,20.860001,19.870001,21.42,17.65,18.08,18.799999,15.51,16.139999,1.29,1.51,1.25,1.25,1.42,1.15,.81,1.26,1.17,.73000002,.60000002,1.02,1.29,1.0599999,.97000003,1.12,.75,.79000002,.86000001,.54000002,.60000002,.07,.19,.039999999,.059999999,.12,.050000001,.0099999998,.1,.07,.0099999998,0,.029999999,.07,.029999999,.0099999998,.029999999,0,0,.0099999998,0,0
Germany,DEU,10,25,80299256,18.370001,19.77,17.91,16.709999,18.66,17.780001,15.22,15.2,16.219999,14.09,14.34,15.43,18.370001,16.360001,14.92,15.7,13.56,13.73,14.35,12.48,12.76,.81999999,.95999998,.76999998,.66000003,.85000002,.75999999,.50999999,.50999999,.61000001,.40000001,.43000001,.52999997,.81999999,.62,.47999999,.56,.34999999,.37,.43000001,.25,.27000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
